page_url,attachment_url,status,terminal_state,local_path,error
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-072018-chuong-trinh-giao-luu-tac-gia-sach,https://ctsv.uit.edu.vn/sites/default/files/201905/07_kh_dhcntt21_5_2018_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-072023-hoat-dong-khong-gian-chia-se-va-chuoi-chuong-trinh-wetalk-buoi-tro,https://ctsv.uit.edu.vn/sites/default/files/202304/07_kh_dhcntt27_02_2023_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-082017-chuc-le-tot-nghiep-va-trao-bang-thac-si-ky-su-cu-nhan-dot-1-nam-2017,https://ctsv.uit.edu.vn/sites/default/files/201711/08-kh-dhcntt27-4-2017scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-082018-chuc-le-tot-nghiep-va-trao-bang-tien-si-thac-si-ky-su-cu-nhan-dot-1-nam,https://ctsv.uit.edu.vn/sites/default/files/201905/08_kh_dhcntt21_5_2018_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-082019-chuc-hoi-nghi-sinh-vien-nam-hoc-2018-2019,https://ctsv.uit.edu.vn/sites/default/files/201905/08_kh_dhcntt_05_04_2019_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-082021-chuc-cac-hoat-dong-duc-thao-sinh-vien-nam-2021,https://ctsv.uit.edu.vn/sites/default/files/202107/08_kh_dhcntt24_3_2021_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-082022-chuc-cac-hoat-dong-cho-lop-truong-nam-2022,https://ctsv.uit.edu.vn/sites/default/files/202209/08_kh_dhcntt16_02_2022_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-092018-nam-bat-tinh-hinh-tu-tuong-sinh-vien-giai-doan-thang-6-nam-2018,https://ctsv.uit.edu.vn/sites/default/files/201905/09_kh_dhcntt08_6_2018_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-092019-dang-cai-chuc-mon-co-vua-co-tuong-hoi-thao-sv-dhqg-hcm-lan-thu-xii-nam,https://ctsv.uit.edu.vn/sites/default/files/201905/09_kh_dhcntt12_04_2019_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-092020-chuc-cac-hoat-dong-cho-lop-truong-nam-2020,https://ctsv.uit.edu.vn/sites/default/files/202005/09_kh_dhcntt01_04_2020_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-102019-chuc-ngay-hoi-viec-lam-nhat-ban-japan-it-job-fair-2019,https://ctsv.uit.edu.vn/sites/default/files/201905/10_kh_dhcntt17_04_2019_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-102020-hoat-dong-khong-gian-chia-se-va-chuoi-chuong-trinh-wetalk-buoi-tro,https://ctsv.uit.edu.vn/sites/default/files/202005/10_kh_dhcntt05_05_2020_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-102022-hoat-dong-khong-gian-chia-se-va-chuoi-chuong-trinh-wetalk-buoi-tro,https://ctsv.uit.edu.vn/sites/default/files/202209/10_kh_dhcntt22_02_2022_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-10562024-tuan-sinh-hoat-cong-dan-sinh-vien-cuoi-khoa-nam-hoc-2024-2025,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202412/1056_kh_dhcntt_26_09_2024_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-10572024-tuan-sinh-hoat-cong-dan-sinh-vien-dau-nam-nam-hoc-2024-2025,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202412/1057_kh_dhcntt_26_09_2024_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-112016-chuc-cac-hoat-dong-cho-lop-truong-nam-2016,https://ctsv.uit.edu.vn/sites/default/files/201604/11_kh_dhcntt_ctsv07_4_2016_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-112018-don-tan-sinh-vien-khoa-2018,https://ctsv.uit.edu.vn/sites/default/files/201905/11_kh_dhcntt12_7_2018_scan.pdf,manifested,True,,
